age_numeric,drawn_category,baseline_chance,avg_size_correct
3,mushroom,0.5208333333333333,0.0902777777777779
3,phone,0.5208333333333333,0.019166666666666776
3,piano,0.4791666666666667,0.23511904761904762
3,scissors,0.5208333333333333,0.10960144927536242
3,train,0.4791666666666667,0.23237179487179488
3,tree,0.4791666666666667,0.04356060606060602
3,watch,0.5208333333333333,0.2046568627450981
4,TV,0.4791666666666667,-0.15224358974358976
4,airplane,0.4791666666666667,-0.024621212121212155
4,apple,0.5208333333333333,0.31700450450450457
4,bed,0.4791666666666667,0.043221393034825806
4,bike,0.4791666666666667,0.09226190476190471
4,boat,0.4791666666666667,-0.05363475177304966
4,book,0.5208333333333333,-0.059294871794871695
4,bottle,0.5208333333333333,0.2410714285714286
4,bowl,0.5208333333333333,0.20643939393939403
4,cactus,0.4791666666666667,-0.18504901960784315
4,car,0.4791666666666667,0.11698717948717946
4,chair,0.4791666666666667,0.020833333333333315
4,clock,0.5208333333333333,0.33630952380952384
4,couch,0.4791666666666667,0.18121069182389932
4,cup,0.5208333333333333,0.012500000000000067
4,hat,0.5208333333333333,0.18186936936936948
4,house,0.4791666666666667,0.020833333333333315
4,ice.cream,0.5208333333333333,0.07916666666666672
4,key,0.5208333333333333,0.06740196078431382
4,lamp,0.5208333333333333,0.0529371584699454
4,mushroom,0.5208333333333333,0.15104166666666674
4,phone,0.5208333333333333,0.297348484848485
4,piano,0.4791666666666667,0.08223684210526311
4,scissors,0.5208333333333333,0.07916666666666672
4,train,0.4791666666666667,0.08446969696969692
4,tree,0.4791666666666667,0.08901515151515155
4,watch,0.5208333333333333,0.20047814207650283
5,TV,0.4791666666666667,-9.057971014492794e-4
5,airplane,0.4791666666666667,0.08446969696969692
5,apple,0.5208333333333333,0.1155303030303031
5,bed,0.4791666666666667,0.020833333333333315
5,bike,0.4791666666666667,0.07083333333333336
5,boat,0.4791666666666667,-0.12202380952380953
5,book,0.5208333333333333,-0.061373873873873774
5,bottle,0.5208333333333333,0.22916666666666674
5,bowl,0.5208333333333333,0.1888440860215055
5,cactus,0.4791666666666667,-0.05543785310734467
5,car,0.4791666666666667,0.07402482269503546
5,chair,0.4791666666666667,0.020833333333333315
5,clock,0.5208333333333333,0.3026960784313726
5,couch,0.4791666666666667,0.2481060606060606
5,cup,0.5208333333333333,0.17147435897435903
5,hat,0.5208333333333333,0.0085784313725491
5,house,0.4791666666666667,0.020833333333333315
5,ice.cream,0.5208333333333333,0.1155303030303031
5,key,0.5208333333333333,0.12622549019607854
5,lamp,0.5208333333333333,-0.08749999999999991
5,mushroom,0.5208333333333333,0.19027777777777788
5,phone,0.5208333333333333,0.07916666666666672
5,piano,0.4791666666666667,0.23511904761904762
5,scissors,0.5208333333333333,0.028186274509804043
5,train,0.4791666666666667,0.19525193798449608
5,tree,0.4791666666666667,-0.11553030303030304
5,watch,0.5208333333333333,0.1560897435897437
6,TV,0.4791666666666667,0.020833333333333315
6,airplane,0.4791666666666667,0.062499999999999944
6,apple,0.5208333333333333,0.22916666666666674
6,bed,0.4791666666666667,0.18749999999999994
6,bike,0.4791666666666667,0.020833333333333315
6,boat,0.4791666666666667,-0.27083333333333337
6,book,0.5208333333333333,0.0029761904761905766
6,bottle,0.5208333333333333,0.1591666666666668
6,bowl,0.5208333333333333,0.13630952380952388
6,cactus,0.4791666666666667,-0.034722222222222265
6,car,0.4791666666666667,0.2481060606060606
6,chair,0.4791666666666667,0.0763888888888889
6,clock,0.5208333333333333,0.2791666666666668
6,couch,0.4791666666666667,0.047149122807017496
6,cup,0.5208333333333333,0.05981182795698936
6,hat,0.5208333333333333,0.006944444444444531
6,house,0.4791666666666667,0.0763888888888889
6,ice.cream,0.5208333333333333,0.03472222222222232
6,key,0.5208333333333333,0.08333333333333337
6,lamp,0.5208333333333333,-0.10906862745098034
6,mushroom,0.5208333333333333,0.14583333333333337
6,phone,0.5208333333333333,0.20889639639639646
6,piano,0.4791666666666667,0.2481060606060606
6,scissors,0.5208333333333333,0.07916666666666672
6,train,0.4791666666666667,0.20833333333333331
6,tree,0.4791666666666667,-0.005482456140350922
6,watch,0.5208333333333333,0.2352642276422765
7,TV,0.4791666666666667,-0.04438405797101452
7,airplane,0.4791666666666667,-0.002976190476190521
7,apple,0.5208333333333333,0.09455128205128216
7,bed,0.4791666666666667,0.28750000000000003
7,bike,0.4791666666666667,0.020833333333333315
7,boat,0.4791666666666667,-0.12202380952380953
7,book,0.5208333333333333,-0.02083333333333326
7,bottle,0.5208333333333333,-0.02083333333333326
7,bowl,0.5208333333333333,0.058114035087719396
7,cactus,0.4791666666666667,0.0343468468468468
7,car,0.4791666666666667,0.22671568627450983
7,chair,0.4791666666666667,0.12083333333333329
7,clock,0.5208333333333333,0.14583333333333337
7,couch,0.4791666666666667,0.3541666666666667
7,cup,0.5208333333333333,0.3823924731182796
7,hat,0.5208333333333333,0.05059523809523814
7,house,0.4791666666666667,0.06628787878787873
7,ice.cream,0.5208333333333333,0.10416666666666674
7,key,0.5208333333333333,0.005482456140350922
7,lamp,0.5208333333333333,-8.333333333332416e-4
7,mushroom,0.5208333333333333,0.024621212121212155
7,phone,0.5208333333333333,0.2791666666666668
7,piano,0.4791666666666667,0.2808333333333333
7,scissors,0.5208333333333333,0.22916666666666674
7,train,0.4791666666666667,0.2827380952380952
7,tree,0.4791666666666667,-0.09455128205128205
7,watch,0.5208333333333333,0.01041666666666674
8,TV,0.4791666666666667,0.05929487179487175
8,airplane,0.4791666666666667,-0.04438405797101452
8,apple,0.5208333333333333,0.14583333333333337
8,bed,0.4791666666666667,0.020833333333333315
8,bike,0.4791666666666667,0.18749999999999994
8,boat,0.4791666666666667,0.0763888888888889
8,book,0.5208333333333333,0.04166666666666674
8,bottle,0.5208333333333333,-0.02083333333333326
8,bowl,0.5208333333333333,0.14583333333333337
8,cactus,0.4791666666666667,-0.09455128205128205
8,car,0.4791666666666667,0.18749999999999994
8,chair,0.4791666666666667,-0.09455128205128205
8,clock,0.5208333333333333,0.14583333333333337
8,couch,0.4791666666666667,0.22916666666666669
8,cup,0.5208333333333333,0.19345238095238104
8,hat,0.5208333333333333,-0.09226190476190471
8,house,0.4791666666666667,-0.05059523809523814
8,ice.cream,0.5208333333333333,0.10416666666666674
8,key,0.5208333333333333,0.024621212121212155
8,lamp,0.5208333333333333,-0.09226190476190471
8,mushroom,0.5208333333333333,0.47916666666666674
8,phone,0.5208333333333333,0.25694444444444453
8,piano,0.4791666666666667,0.40972222222222215
8,scissors,0.5208333333333333,0.024621212121212155
8,train,0.4791666666666667,0.2708333333333333
8,tree,0.4791666666666667,0.047149122807017496
8,watch,0.5208333333333333,0.297348484848485
9,TV,0.4791666666666667,0.0763888888888889
9,airplane,0.4791666666666667,-0.041666666666666685
9,apple,0.5208333333333333,0.14583333333333337
9,bed,0.4791666666666667,0.020833333333333315
9,bike,0.4791666666666667,-0.05059523809523814
9,boat,0.4791666666666667,-0.01762820512820512
9,book,0.5208333333333333,0.07916666666666672
9,bottle,0.5208333333333333,0.14583333333333337
9,bowl,0.5208333333333333,-0.02083333333333326
9,cactus,0.4791666666666667,0.050245098039215674
9,car,0.4791666666666667,-0.1791666666666667
9,chair,0.4791666666666667,0.2708333333333333
9,clock,0.5208333333333333,0.2791666666666668
9,couch,0.4791666666666667,0.10416666666666669
9,cup,0.5208333333333333,0.34583333333333344
9,hat,0.5208333333333333,0.012500000000000067
9,house,0.4791666666666667,0.2708333333333333
9,ice.cream,0.5208333333333333,-0.02083333333333326
9,key,0.5208333333333333,0.03472222222222232
9,lamp,0.5208333333333333,-0.02083333333333326
9,mushroom,0.5208333333333333,0.024621212121212155
9,phone,0.5208333333333333,-0.32083333333333325
9,piano,0.4791666666666667,0.22083333333333327
9,scissors,0.5208333333333333,0.14583333333333337
9,train,0.4791666666666667,0.18749999999999994
9,tree,0.4791666666666667,0.12083333333333329
9,watch,0.5208333333333333,0.22916666666666674
10,TV,0.4791666666666667,0.0763888888888889
10,airplane,0.4791666666666667,0.18749999999999994
10,apple,0.5208333333333333,0.33630952380952384
10,bed,0.4791666666666667,0.31030701754385964
10,bike,0.4791666666666667,-0.07916666666666666
10,boat,0.4791666666666667,-0.008578431372549045
10,book,0.5208333333333333,0.29166666666666674
10,bottle,0.5208333333333333,0.3125000000000001
10,bowl,0.5208333333333333,0.14583333333333337
10,cactus,0.4791666666666667,0.020833333333333315
10,car,0.4791666666666667,0.06628787878787873
10,chair,0.4791666666666667,0.13621794871794873
10,clock,0.5208333333333333,0.14583333333333337
10,couch,0.4791666666666667,0.2408333333333333
10,cup,0.5208333333333333,0.26488095238095244
10,hat,0.5208333333333333,0.10416666666666674
10,house,0.4791666666666667,0.020833333333333315
10,ice.cream,0.5208333333333333,-0.09226190476190471
10,key,0.5208333333333333,0.06740196078431382
10,lamp,0.5208333333333333,-0.18749999999999994
10,mushroom,0.5208333333333333,0.024621212121212155
10,phone,0.5208333333333333,-0.12083333333333324
10,piano,0.4791666666666667,0.40972222222222215
10,scissors,0.5208333333333333,0.1791666666666667
10,train,0.4791666666666667,0.306547619047619
10,tree,0.4791666666666667,0.20833333333333331
10,watch,0.5208333333333333,0.16337719298245623
